STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PAK,Pakistan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,29.701,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2_S8,Eastern and South-eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,529857.087,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,UKR,Ukraine,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,22.641,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TUN,Tunisia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,298.082,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PER,Peru,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,9.648,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MMR,Myanmar,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,47.06,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IDN,Indonesia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,4015.906,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,APEC,APEC,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,326881.81,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MLT,Malta,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,95.623,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JOR,Jordan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,7.715,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KAZ,Kazakhstan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,50.676,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NGA,Nigeria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,6.435,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,E,Europe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,99593.451,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SEN,Senegal,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,0.944,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LAO,Lao People’s Democratic Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,5.31,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TWN,Chinese Taipei,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,118917.315,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,VNM,Viet Nam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,45231.832,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ZAF,South Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,255.675,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2,Eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,526075.23,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MYS,Malaysia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,25433.248,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NAFTA,NAFTA,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,97367.071,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ARE,United Arab Emirates,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,267.173,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,RUS,Russia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,2137.749,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,WXD,Rest of the world,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,2985.647,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,STP,Sao Tome and Principe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,0.009,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,OECD,OECD,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,288418.738,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,G20,G20,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,249435.727,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ISL,Iceland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,2.625,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU28,European Union (28 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,97280.542,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU27_2020,European Union (27 countries from 01/02/2020),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,104484.093,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EA19,Euro area (19 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,104704.321,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CRI,Costa Rica,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,64.891,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LUX,Luxembourg,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,94.558,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU28XEU15,European Union 28 excluding European Union 15 countries,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,17689.931,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EU15,European Union (15 countries),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,100911.822,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LVA,Latvia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,173.16,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHL,Chile,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,138.611,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,COL,Colombia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,131.29,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EST,Estonia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,472.681,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SVK,Slovak Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1278.192,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ISR,Israel,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,7960,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SVN,Slovenia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,509.681,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IRL,Ireland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,7929.053,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LTU,Lithuania,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,183.044,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HUN,Hungary,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,3795.346,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NZL,New Zealand,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,210.362,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MEX,Mexico,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,28973.54,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHE,Switzerland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,20407.906,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BEL,Belgium,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,2413.999,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,GRC,Greece,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,244.303,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PRT,Portugal,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1340.477,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NOR,Norway,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1155.275,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,FIN,Finland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,3203.557,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SWE,Sweden,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,2502.971,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CZE,Czechia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,5447.957,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JPN,Japan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,64978.385,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,DNK,Denmark,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,3310.265,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,POL,Poland,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,3849.444,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUS,Australia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1486.972,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KOR,Korea,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,108848.769,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TUR,Türkiye,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1079.761,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUT,Austria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,5030.571,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,66830.993,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NLD,Netherlands,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,11730.594,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ESP,Spain,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,2654.377,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CAN,Canada,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,7008.045,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ITA,Italy,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,9203.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,FRA,France,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,16803.119,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,GBR,United Kingdom,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,8877.497,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,USA,United States,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,96587.821,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,VNM,Viet Nam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,32265.958,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,APEC,APEC,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,320624.675,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ASEAN,ASEAN,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,113735.069,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NAFTA,NAFTA,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,96736.284,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,A5_A7,South and Central America,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,1004.123,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,E,Europe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,100214.728,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,F,Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,1169.363,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2,Eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,498257.201,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SAU,Saudi Arabia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,6.549,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ZAF,South Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,381.776,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TWN,Chinese Taipei,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,106396.771,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,STP,Sao Tome and Principe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2017,,0.045,,6,Millions
